question_id,text,x_corr,y_corr,question_number,question_text,question_file,question_page,category,text_new,duplicate
0625_w17_qp_21_04,"4  A spring is stretched by hanging a piece of metal from it. 
 
",49.62,239.7364422,4,A spring is stretched by hanging a piece of metal from it    spring metal   Which name is given to the force that stretches the spring? A friction B mass C pressure D weight ,0625_w17_qp_21,3,151,"Aspringisstretchedbyhangingapieceofmetalfromit.

",0
0625_w17_qp_21_05,"5  Which object has the greatest weight? 
",49.62116566,478.657338,5,Which object has the greatest weight? A an object of mass     kg in a     N  / kg gravitational field B an object of mass     kg in a     N  / kg gravitational field C an object of mass     kg in a      N  / kg gravitational field D an object of mass     kg in a      N  / kg gravitational field     © UCLES          /  /O/N/  ,0625_w17_qp_21,3,130,"Whichobjecthasthegreatestweight?
",0
0625_w17_qp_21_06,"6  A uniform beam XY is 100 cm long and weighs 4.0 N. 
 
",49.62,87.51642,6,A uniform beam XY is      cm long and weighs      N    F XY      Ncentreof beampivot    cm    cm    cm   The beam rests on a pivot     cm from end X   A load of      N hangs from the beam     cm from end X   The beam is kept balanced by a force F acting on the beam     cm from end X   What is the magnitude of force F  ? A      N B     N C     N D     N ,0625_w17_qp_21,4,152,"AuniformbeamXYiscmlongandweighs.N.

",0
0625_w17_qp_21_07,"7  The  diagrams  show  four  table  lamps  resting  on  a  table.  The  position  of  the  centre  of  mass  of 
",49.62214304,380.3163,7,The diagrams show four table lamps resting on a table  The position of the centre of mass of each lamp is labelled X   Which lamp is the most stable?   A B C D XXXXX XX      © UCLES          /  /O/N/   [Turn over,0625_w17_qp_21,4,430,"Thediagramsshowfourtablelampsrestingonatable.Thepositionofthecentreofmassof
",0
0625_w17_qp_21_08,"8  The diagram shows an incomplete scale drawing to find the resultant of two 10 N forces acting at 
",49.62,74.85648,8,The diagram shows an incomplete scale drawing to find the resultant of two     N forces acting at a point in the directions shown        N    N   What is the magnitude of the resultant force? A      N B      N C     N D     N ,0625_w17_qp_21,5,152,"ThediagramshowsanincompletescaledrawingtofindtheresultantoftwoNforcesactingat
",0
0625_w17_qp_21_09,"9  A tennis ball of mass 0.060 kg travels horizontally at a speed of 25 m / s. The ball hits a tennis 
",49.62214304,358.05648,9,A tennis ball of mass        kg travels horizontally at a speed of     m  / s  The ball hits a tennis racket and rebounds horizontally at a speed of     m  / s    ballracket before hitting racket    m / s after hitting racket    m / s   The ball is in contact with the racket for     ms   What force does the racket exert on the ball? A        N B        N C     N D     N     © UCLES          /  /O/N/  ,0625_w17_qp_21,5,120,"Atennisballofmass.kgtravelshorizontallyataspeedofm/s.Theballhitsatennis
",0
0625_w17_qp_21_10,"10  The diagram shows the path of a stone that is thrown from X and reaches its maximum height 
",49.62,74.85648,10,The diagram shows the path of a stone that is thrown from X and reaches its maximum height at Y    path ofstoneYX   The stone gains     J of gravitational potential energy as it moves from X to Y   The stone has      J of kinetic energy at Y   Air resistance can be ignored   How much kinetic energy did the stone have immediately after it was thrown at X? A      J B      J C     J D     J ,0625_w17_qp_21,6,170,"ThediagramshowsthepathofastonethatisthrownfromXandreachesitsmaximumheight
",0
0625_w17_qp_21_11,"11  A motor is used to lift a load of 40 N. 
 
",49.62139818,384.5761398,11,A motor is used to lift a load of     N        Nloadmotorload liftedthrough       m   The power of the motor is     W and the system is   % efficient   How long does it take the motor to lift the load through       m? A       s B      s C      s D     s     © UCLES          /  /O/N/   [Turn over,0625_w17_qp_21,6,170,"AmotorisusedtoliftaloadofN.

",0
0625_w17_qp_21_12,"12  A student runs up a flight of stairs. 
 
",49.62,90.3361298,12,A student runs up a flight of stairs    lengthheight   Which information is not needed to calculate the rate at which the student is doing work against gravity? A the height of the flight of stairs B the length of the flight of stairs C the time taken to run up the stairs D the weight of the student ,0625_w17_qp_21,7,170,"Astudentrunsupaflightofstairs.

",0
0625_w17_qp_21_13,"13  The diagram shows a simple mercury barometer. 
 
",49.62119453,365.4959496,13,The diagram shows a simple mercury barometer                      cmvacuummetre rule mercury   Which length is used to find the value of atmospheric pressure? A     cm B     cm C     cm D      cm     © UCLES          /  /O/N/  ,0625_w17_qp_21,7,180,"Thediagramshowsasimplemercurybarometer.

",1
0625_w17_qp_21_14,"14  The diagram shows a glass flask, sealed with a small volume of mercury in a glass tube. When 
",49.62,74.85648,14,"The diagram shows a glass flask, sealed with a small volume of mercury in a glass tube  When the flask is gently warmed the mercury rises up the tube    airwatermercuryglass tube   What is the main cause of the movement of the mercury? A expansion of air in the flask B expansion of the glass flask C expansion of the glass tube D expansion of the mercury ",0625_w17_qp_21,8,220,"Thediagramshowsaglassflask,sealedwithasmallvolumeofmercuryinaglasstube.When
",0
0625_w17_qp_21_15,"15  A pollen grain in a beaker of still water is viewed through a microscope. 
 
",49.62202514,470.6767782,15,A pollen grain in a beaker of still water is viewed through a microscope   Which diagram shows the most likely movement of the pollen grain?   A B C D      © UCLES          /  /O/N/   [Turn over,0625_w17_qp_21,8,210,"Apollengraininabeakerofstillwaterisviewedthroughamicroscope.

",0
0625_w17_qp_21_16,"16  The diagram shows an air-filled rubber toy. A child sits on the toy and its volume decreases. 
 
",49.62,87.51642,16,The diagram shows an air-filled rubber toy  A child sits on the toy and its volume decreases   The temperature of the air in the toy does not change      How does the air pressure in the toy change and why?   pressure reason  A decreases air molecules move more slowly  B decreases air molecules strike the rubber less frequently  C increases air molecules move more quickly  D increases air molecules strike the rubber more frequently  ,0625_w17_qp_21,9,210,"Thediagramshowsanair-filledrubbertoy.Achildsitsonthetoyanditsvolumedecreases.

",0
0625_w17_qp_21_17,"17  A strip of iron and a strip of brass are firmly attached to each other along their entire length. This 
",49.62,403.05635,17,A strip of iron and a strip of brass are firmly attached to each other along their entire length  This combination is a bimetallic strip    iron stripbrass strip   This bimetallic strip is heated and it bends as shown    fixed supportironbrass   The bimetallic strip is now cooled and becomes straight again   What causes the bimetallic strip to become straight again? A The brass contracts more than the iron  B The brass expands more than the iron  C The iron contracts more than the brass  D The iron expands more than the brass      © UCLES          /  /O/N/  ,0625_w17_qp_21,9,410,"Astripofironandastripofbrassarefirmlyattachedtoeachotheralongtheirentirelength.This
",0
0625_w17_qp_21_18,"18  An aluminium block has a mass of 200 g. 
 
",49.62,87.51642,18,An aluminium block has a mass of      g   The specific heat capacity of aluminium is      J / (kg  °C)   How much energy is needed to raise the temperature of the block from     °C to      °C? A      J B      J C          J D               J ,0625_w17_qp_21,10,220,"Analuminiumblockhasamassofg.

",0
0625_w17_qp_21_19,"19  Which statement about convection currents is correct? 
",49.62245733,188.7965802,19,"Which statement about convection currents is correct? A Convection currents occur because, when cooled, liquids contract and become more dense  B Convection currents occur because, when warmed, liquids expand and become more dense  C Convection currents only occur in liquids  D Convection currents only occur in solids and liquids       © UCLES          /  /O/N/   [Turn over",0625_w17_qp_21,10,230,"Whichstatementaboutconvectioncurrentsiscorrect?
",0
0625_w17_qp_21_20,"20  The diagram represents plane wavefronts of a water wave about to strike a solid barrier. 
 
",49.62,87.51642,20,The diagram represents plane wavefronts of a water wave about to strike a solid barrier    wavefronts   Which diagram shows the position of the wavefronts after reflection at the barrier?   reflectedAreflectedB reflectedC reflectedD       © UCLES          /  /O/N/  ,0625_w17_qp_21,11,310,"Thediagramrepresentsplanewavefrontsofawaterwaveabouttostrikeasolidbarrier.

",0
0625_w17_qp_21_21,"21  The diagram shows an object in front of a plane mirror. A ray of light from the object is incident on 
",49.62,74.85648,21,"The diagram shows an object in front of a plane mirror  A ray of light from the object is incident on the mirror    objectQPRS planemirror   Through which point does the reflected ray pass, and at which point is the image of the object formed?   point through which reflected ray passes point at which image is formed  A P R  B P S  C Q R  D Q S  ",0625_w17_qp_21,12,320,"Thediagramshowsanobjectinfrontofaplanemirror.Arayoflightfromtheobjectisincidenton
",0
0625_w17_qp_21_22,"22  A laser is a source of light with a single frequency. 
 
",49.62,447.8763,22,A laser is a source of light with a single frequency   Which description of this type of light is correct? A dispersed B focused C monochromatic D refracted ,0625_w17_qp_21,12,320,"Alaserisasourceoflightwithasinglefrequency.

",0
0625_w17_qp_21_23,"23  Visible light, X-rays and microwaves are all components of the electromagnetic spectrum. 
 
",49.62,599.675898,23,"Visible light, X-rays and microwaves are all components of the electromagnetic spectrum   Which statement about the waves is correct? A In a vacuum, microwaves travel faster than visible light and have a shorter wavelength  B In a vacuum, microwaves travel at the same speed as visible light and have a shorter wavelength  C In a vacuum, X-rays travel faster than visible light and have a shorter wavelength  D In a vacuum, X-rays travel at the same speed as visible light and have a shorter wavelength       © UCLES          /  /O/N/   [Turn over",0625_w17_qp_21,12,330,"Visiblelight,X-raysandmicrowavesareallcomponentsoftheelectromagneticspectrum.

",0
0625_w17_qp_21_24,"24  The  Moon  is  380 000 km  from  the  Earth.  A  laser  light  beam  is  directed  from  the  Earth  to  the 
",49.62,74.85648,24,The Moon is           km from the Earth  A laser light beam is directed from the Earth to the Moon  The beam is reflected back to the Earth   How long does it take for the light to travel to the Moon and back to the Earth? A       ms B       ms C       s D       s ,0625_w17_qp_21,13,130,"TheMooniskmfromtheEarth.AlaserlightbeamisdirectedfromtheEarthtothe
",0
0625_w17_qp_21_25,"25  Which wavefront is travelling at a speed closest to that of a sound wave through a solid? 
",49.62213345,174.4563,25,Which wavefront is travelling at a speed closest to that of a sound wave through a solid? A one that moves     m in       s B one that moves     m in      s C one that moves       m in      s D one that moves       m in       s ,0625_w17_qp_21,13,310,"Whichwavefrontistravellingataspeedclosesttothatofasoundwavethroughasolid?
",0
0625_w17_qp_21_26,"26  Different waves travel through air. 
 
",49.62069194,313.5959698,26,Different waves travel through air   Which waves have the greatest difference in speed? A ultrasound waves and sound waves B ultrasound waves and ultraviolet waves C ultraviolet waves and light waves D ultraviolet waves and radio waves ,0625_w17_qp_21,13,330,"Differentwavestravelthroughair.

",0
0625_w17_qp_21_27,"27  A student stands 180 m in front of a vertical, flat cliff and bangs together two pieces of wood to 
",49.62069194,452.79649,27,"A student stands      m in front of a vertical, flat cliff and bangs together two pieces of wood to make a short, loud sound   A timer records the echo of the sound     seconds after the pieces of wood are banged together   Based on this result, what is the speed of sound? A      m  / s B      m  / s C      m  / s D      m  / s      © UCLES          /  /O/N/  ",0625_w17_qp_21,13,340,"Astudentstandsminfrontofavertical,flatcliffandbangstogethertwopiecesofwoodto
",0
0625_w17_qp_21_28,"28  A train of steel nails and a train of iron nails hang from a strong magnet. 
 
",49.62,87.51642,28,A train of steel nails and a train of iron nails hang from a strong magnet    magnettrain ofsteel nails train ofiron nails   The trains are then carefully removed from the magnet   What happens to the trains? A Both trains fall apart  B Both trains stay together  C Only the train of iron nails falls apart  D Only the train of steel nails falls apart  ,0625_w17_qp_21,14,410,"Atrainofsteelnailsandatrainofironnailshangfromastrongmagnet.

",0
0625_w17_qp_21_29,"29  How can a permanent magnet be demagnetised? 
",49.62172308,344.7369884,29,How can a permanent magnet be demagnetised? A Cool the magnet for a long time  B Place it next to another magnet  C Slowly pull it out of a coil connected to an a c  supply  D Slowly pull it out of a coil connected to a d c  supply  ,0625_w17_qp_21,14,410,"Howcanapermanentmagnetbedemagnetised?
",1
0625_w17_qp_21_30,"30  A positively-charged rod is held near to, but not touching, an uncharged metal sphere. 
 
",49.62183284,483.8163662,30,"A positively-charged rod is held near to, but not touching, an uncharged metal sphere   The sphere is briefly now connected to earth   The rod is removed   Which statement about the charge on the sphere is correct? A It is charged negatively because negative charges have moved from earth to the sphere  B It is charged negatively because positive charges have moved from the sphere to earth  C It is charged positively because negative charges have moved from the sphere to earth  D It is charged positively because positive charges have moved to earth from the sphere       © UCLES          /  /O/N/   [Turn over",0625_w17_qp_21,14,420,"Apositively-chargedrodisheldnearto,butnottouching,anunchargedmetalsphere.

",0
0625_w17_qp_21_31,"31  The diagram shows a circuit with a gap between points P and Q. 
 
",49.62,87.51642,31,"The diagram shows a circuit with a gap between points P and Q   Four pieces of metal wire of the same material are connected, in turn, between points P and Q in the circuit    APQ   The table gives the diameters and lengths of the wires   In which wire is the current the largest? diameter  / mm length  / m  A           B           C           D           ",0625_w17_qp_21,15,420,"ThediagramshowsacircuitwithagapbetweenpointsPandQ.

",0
0625_w17_qp_21_32,"32  A torch has a simple circuit with a 3.0 V battery and a lamp. There is a 20 mA current in the lamp. 
 
",49.62,431.01642,32,A torch has a simple circuit with a      V battery and a lamp  There is a     mA current in the lamp   How much energy is transferred to the lamp in     minutes? A       J B     J C     J D       kJ      © UCLES          /  /O/N/  ,0625_w17_qp_21,15,430,"Atorchhasasimplecircuitwitha.Vbatteryandalamp.ThereisamAcurrentinthelamp.

",0
0625_w17_qp_21_33,"33  A student connects the circuit shown. 
 
",49.62,87.51642,33,A student connects the circuit shown      Which graph shows the variation with time of the current in the resistor?   current   timeA currenttimeB      current   timeCcurrenttimeD       © UCLES          /  /O/N/   [Turn over,0625_w17_qp_21,16,430,"Astudentconnectsthecircuitshown.

",1
0625_w17_qp_21_34,"34  The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an 
",49.62,74.85648,34,The diagram shows a circuit with a fixed resistor connected in series with a thermistor and an ammeter    A   Which row shows how temperature change affects the resistance of the thermistor and the current in the circuit?   temperature resistance of thermistor current in circuit  A decreases decreases increases  B decreases increases decreases  C increases decreases decreases  D increases increases increases  ,0625_w17_qp_21,17,430,"Thediagramshowsacircuitwithafixedresistorconnectedinserieswithathermistorandan
",0
0625_w17_qp_21_35,"35  What does the symbol shown represent? 
 
",49.62,448.3560298,35,What does the symbol shown represent?     A an AND gate B a NOR gate C a NOT gate D an OR gate      © UCLES          /  /O/N/  ,0625_w17_qp_21,17,430,"Whatdoesthesymbolshownrepresent?

",1
0625_w17_qp_21_36,"36  The diagram shows a copper wire XY connected to a resistor. 
 
",49.62,87.51642,36,The diagram shows a copper wire XY connected to a resistor   The wire is moved in the magnetic field between the poles of a magnet   There is an induced current in the wire from X to Y   In which labelled direction is the wire moving?   NSABCDC YX  ,0625_w17_qp_21,18,450,"ThediagramshowsacopperwireXYconnectedtoaresistor.

",0
0625_w17_qp_21_37,"37  The graph shows how the voltage induced across a coil changes with time as the coil spins in a 
",49.62211588,342.3365098,37,The graph shows how the voltage induced across a coil changes with time as the coil spins in a magnetic field    voltage    time   Which graph shows what happens when the coil spins more quickly?  (All graphs are drawn to the same scale )   voltageA    timevoltageB    time voltageC   timevoltageD   time       © UCLES          /  /O/N/   [Turn over,0625_w17_qp_21,18,450,"Thegraphshowshowthevoltageinducedacrossacoilchangeswithtimeasthecoilspinsina
",0
0625_w17_qp_21_38,"38  Emissions X and Y from radioactive material are passed through a magnetic field. The diagram 
shows  the  direction  of  the  emissions,  the  direction  of  the  magnetic  field  and  the  effect  on  the 
emissions. 
",49.62,100.17636,38,"Emissions X and Y from radioactive material are passed through a magnetic field  The diagram shows the direction of the emissions, the direction of the magnetic field and the effect on the emissions    emission Xemission Y magnetic fieldinto the page   Which type of emission is X, and which type of emission is Y?   emission X emission Y  A α-particles β-particles  B α-particles γ-rays  C β-particles α-particles  D β-particles γ-rays  ",0625_w17_qp_21,19,520,"EmissionsXandYfromradioactivematerialarepassedthroughamagneticfield.Thediagram
showsthedirectionoftheemissions,thedirectionofthemagneticfieldandtheeffectonthe
emissions.
",0
0625_w17_qp_21_39,"39  What is meant by the half-life of a radioactive isotope? 
",49.62,389.13675,39,"What is meant by the half-life of a radioactive isotope? A half of the time taken for all of the original nuclei to decay B the time taken for half of the original nuclei to decay C the time taken for the charges on all the nuclei to halve D the time taken for the mass of each nucleus to halve       Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible  Every reasonable effort has been made by the publisher (UCLES) to trac e copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends  at the earliest possible opportunity   To avoid the issue of disclosure of ans wer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknow ledgements Booklet  This is produced for each  series of examinations and is freely a vailable to download at www cie org uk after the live examination series   Cambridge International Examinations is part of the Cambridge As sessment Group  Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge    © UCLES          /  /O/N/  ",0625_w17_qp_21,19,520,"Whatismeantbythehalf-lifeofaradioactiveisotope?
",0
0625_w17_qp_21_40,"40  The  rate  of  emission  of  a  radioactive  source  is  measured  until  the  reading  reaches  the 
",49.62,74.85648,40,The rate of emission of a radioactive source is measured until the reading reaches the background rate of    counts per minute   The results are shown                                                                            rate of emissioncounts / minute time  / minute  What is the best estimate of the half-life of the source? A    minutes B    minutes C    minutes D    minutes    ,0625_w17_qp_21,20,520,"Therateofemissionofaradioactivesourceismeasureduntilthereadingreachesthe
",0
0625_w17_qp_22_01,"1  A student investigates the rate of flow of oil through a funnel. 
 
",49.62,87.51642,1,"A student investigates the rate of flow of oil through a funnel   The diagrams show the experiment and the volume of oil in the measuring cylinder at the start of the experiment, and one minute later             cm         cm   initialmeasurementafter    minute   What is the rate of flow of oil through the funnel during the one minute? A       cm   / s B       cm   / s C     cm   / s D     cm   / s ",0625_w17_qp_22,2,110,"Astudentinvestigatestherateofflowofoilthroughafunnel.

",0
0625_w17_qp_22_02,"2  Four balls with different masses are dropped simultaneously from the heights shown. 
 
",49.6221926,429.9959598,2,Four balls with different masses are dropped simultaneously from the heights shown   Air resistance may be ignored   Which ball hits the floor last?        kgA      m     kgB      m     kgC      m     kgD      mground      © UCLES          /  /O/N/   [Turn over,0625_w17_qp_22,2,120,"Fourballswithdifferentmassesaredroppedsimultaneouslyfromtheheightsshown.

",0
0625_w17_qp_22_03,"3  The gravitational field strength on the Earth is greater than the gravitational field strength on the 
",49.62,74.85648,3,"The gravitational field strength on the Earth is greater than the gravitational field strength on the Moon  The Earth has an atmosphere, but the Moon does not   Which speed-time graph represents the motion of a light ball dropped from a great height near the surface of the Earth and near the surface of the Moon?     speedtimeAEarthMoon   speedtimeBEarthMoon   speedtimeCEarthMoon   speedtimeDEarthMoon  ",0625_w17_qp_22,3,130,"ThegravitationalfieldstrengthontheEarthisgreaterthanthegravitationalfieldstrengthonthe
",0
0625_w17_qp_22_04,"4  A spring is stretched by hanging a piece of metal from it. 
 
",49.62220419,479.73672,4,A spring is stretched by hanging a piece of metal from it    spring metal   Which name is given to the force that stretches the spring? A friction B mass C pressure D weight     © UCLES          /  /O/N/  ,0625_w17_qp_22,3,151,"Aspringisstretchedbyhangingapieceofmetalfromit.

",1
0625_w17_qp_22_05,"5  A body of mass m has a weight W in a location where the gravitational field strength is g. 
 
",49.61868294,87.51642,5,A body of mass m has a weight W in a location where the gravitational field strength is g   Which statement about these quantities is correct? A m and W are both forces  B m and W are both vector quantities  C m and W are related by the equation  mW= g  D m and W have the same unit  ,0625_w17_qp_22,4,130,"AbodyofmassmhasaweightWinalocationwherethegravitationalfieldstrengthisg.

",0
0625_w17_qp_22_06,"6  An object is pivoted at point P. A student ties a length of string to a peg on the object. He pulls 
",49.61935719,225.0364498,6,An object is pivoted at point P  A student ties a length of string to a peg on the object  He pulls the string with a force F    PqrstF objectstringpeg   What is the moment of the force F about the point P? A F × q B F × r C F × s D F × t ,0625_w17_qp_22,4,151,"AnobjectispivotedatpointP.Astudenttiesalengthofstringtoapegontheobject.Hepulls
",0
0625_w17_qp_22_07,"7  Each diagram shows a metal plate with four parallel forces acting on it. These are the only forces 
",49.62420985,496.05619,7,Each diagram shows a metal plate with four parallel forces acting on it  These are the only forces acting on the plates   In which diagram is the plate in equilibrium?   A      N     N    N     NB      N     N    N     N C      N     N    N     ND      N     N    N     N    © UCLES          /  /O/N/   [Turn over,0625_w17_qp_22,4,151,"Eachdiagramshowsametalplatewithfourparallelforcesactingonit.Thesearetheonlyforces
",0
0625_w17_qp_22_08,"8  The diagram shows an incomplete scale drawing to find the resultant of two 10 N forces acting at 
",49.62,74.85648,8,The diagram shows an incomplete scale drawing to find the resultant of two     N forces acting at a point in the directions shown        N    N   What is the magnitude of the resultant force? A      N B      N C     N D     N ,0625_w17_qp_22,5,152,"ThediagramshowsanincompletescaledrawingtofindtheresultantoftwoNforcesactingat
",1
0625_w17_qp_22_09,"9  A ball has a mass of 0.30 kg. It moves horizontally with a speed of 3.0 m / s in the direction shown. 
 
",49.62179384,370.71642,9,A ball has a mass of       kg  It moves horizontally with a speed of      m  / s in the direction shown   The ball hits a wall    before hitting the wall    m / s after hitting the wall    m / swallballwall ball   The ball rebounds from the wall with a horizontal speed of      m  / s   What is the change in momentum of the ball? A       kg  m  / s B      kg  m  / s C      kg  m  / s D      kg  m  / s ,0625_w17_qp_22,5,170,"Aballhasamassof.kg.Itmoveshorizontallywithaspeedof.m/sinthedirectionshown.

",0
0625_w17_qp_22_10,"10  An object has a mass of 500 kg. 
 
",49.62103132,636.8161398,10,An object has a mass of      kg   It moves with a speed of     m  / s   What is its kinetic energy? A      kJ B     kJ C      kJ D      kJ     © UCLES          /  /O/N/  ,0625_w17_qp_22,5,170,"Anobjecthasamassofkg.

",0
0625_w17_qp_22_11,"11  Different processes have different efficiencies. 
 
",49.62,87.51642,11,Different processes have different efficiencies   Which row shows the most efficient process?   energy input  / J useful energy output  / J  A     B     C       D           ,0625_w17_qp_22,6,170,"Differentprocesseshavedifferentefficiencies.

",0
0625_w17_qp_22_12,"12  A student runs up a flight of stairs. 
 
",49.62,282.9362,12,A student runs up a flight of stairs    lengthheight   Which information is not needed to calculate the rate at which the student is doing work against gravity? A the height of the flight of stairs B the length of the flight of stairs C the time taken to run up the stairs D the weight of the student     © UCLES          /  /O/N/   [Turn over,0625_w17_qp_22,6,170,"Astudentrunsupaflightofstairs.

",1
0625_w17_qp_22_13,"13  The diagram shows a simple mercury barometer. 
 
",49.62,87.51642,13,The diagram shows a simple mercury barometer                      cmvacuummetre rule mercury   Which length is used to find the value of atmospheric pressure? A     cm B     cm C     cm D      cm ,0625_w17_qp_22,7,180,"Thediagramshowsasimplemercurybarometer.

",1
0625_w17_qp_22_14,"14  A pollen grain in a beaker of still water is viewed through a microscope. 
 
",49.62211006,438.0359498,14,A pollen grain in a beaker of still water is viewed through a microscope   Which diagram shows the most likely movement of the pollen grain?   A B C D      © UCLES          /  /O/N/  ,0625_w17_qp_22,7,210,"Apollengraininabeakerofstillwaterisviewedthroughamicroscope.

",1
0625_w17_qp_22_15,"15  The diagram shows an air-filled rubber toy. A child sits on the toy and its volume decreases. 
 
",49.62,87.51642,15,The diagram shows an air-filled rubber toy  A child sits on the toy and its volume decreases   The temperature of the air in the toy does not change      How does the air pressure in the toy change and why?   pressure reason  A decreases air molecules move more slowly  B decreases air molecules strike the rubber less frequently  C increases air molecules move more quickly  D increases air molecules strike the rubber more frequently  ,0625_w17_qp_22,8,210,"Thediagramshowsanair-filledrubbertoy.Achildsitsonthetoyanditsvolumedecreases.

",1
0625_w17_qp_22_16,"16  The diagram shows a glass flask, sealed with a small volume of mercury in a glass tube. When 
",49.62,403.05635,16,"The diagram shows a glass flask, sealed with a small volume of mercury in a glass tube  When the flask is gently warmed the mercury rises up the tube    airwatermercuryglass tube   What is the main cause of the movement of the mercury? A expansion of air in the flask B expansion of the glass flask C expansion of the glass tube D expansion of the mercury     © UCLES          /  /O/N/   [Turn over",0625_w17_qp_22,8,220,"Thediagramshowsaglassflask,sealedwithasmallvolumeofmercuryinaglasstube.When
",1
0625_w17_qp_22_17,"17  Which row identifies the fixed points on the Celsius scale? 
 
",49.62,87.51642,17,Which row identifies the fixed points on the Celsius scale?   lower fixed point upper fixed point  A boiling point of mercury melting point of pure ice  B boiling point of pure water melting point of pure ice  C melting point of mercury boiling point of pure water  D melting point of pure ice boiling point of pure water  ,0625_w17_qp_22,9,220,"WhichrowidentifiesthefixedpointsontheCelsiusscale?

",0
0625_w17_qp_22_18,"18  Aluminium has a specific heat capacity of 900 J / (kg °C). 
 
",49.62,243.81643,18,Aluminium has a specific heat capacity of      J / (kg  °C)   The internal energy of a      kg block of aluminium increases by          J   By how much does the temperature of the block increase? A        °C B       °C C      °C D     °C ,0625_w17_qp_22,9,220,"AluminiumhasaspecificheatcapacityofJ/(kg°C).

",0
0625_w17_qp_22_19,"19  Why does a balloon filled with hot air rise? 
",49.62192353,344.1963,19,Why does a balloon filled with hot air rise? A Cold air is less dense than hot air  B Cold air is more dense than hot air  C Heat rises  D The density of the balloon is greater than the density of the surrounding gas      © UCLES          /  /O/N/  ,0625_w17_qp_22,9,230,"Whydoesaballoonfilledwithhotairrise?
",0
0625_w17_qp_22_20,"20  The diagram represents plane wavefronts of a water wave about to strike a solid barrier. 
 
",49.62,87.51642,20,The diagram represents plane wavefronts of a water wave about to strike a solid barrier    wavefronts   Which diagram shows the position of the wavefronts after reflection at the barrier?   reflectedAreflectedB reflectedC reflectedD       © UCLES          /  /O/N/   [Turn over,0625_w17_qp_22,10,310,"Thediagramrepresentsplanewavefrontsofawaterwaveabouttostrikeasolidbarrier.

",1
0625_w17_qp_22_21,"21  The diagram shows an object O in front of a thin converging lens of focal length f. 
 
",49.62,87.51642,21,The diagram shows an object O in front of a thin converging lens of focal length f   At which point will the lens form a sharp image of the object?   ffABCDO  ,0625_w17_qp_22,11,320,"ThediagramshowsanobjectOinfrontofathinconverginglensoffocallengthf.

",0
0625_w17_qp_22_22,"22  The diagram shows a ray of light incident on the surface of a rectangular glass block at 90° to the 
",49.6223065,276.663492,22,The diagram shows a ray of light incident on the surface of a rectangular glass block at    ° to the surface    ray of light glass block   Which quantities remain unchanged as the light enters the glass block? A direction and frequency B direction and speed C frequency and speed D speed and wavelength ,0625_w17_qp_22,11,320,"Thediagramshowsarayoflightincidentonthesurfaceofarectangularglassblockat°tothe
",0
0625_w17_qp_22_23,"23  Which piece of equipment is designed to produce a type of electromagnetic wave? 
",49.62206679,554.7971184,23,Which piece of equipment is designed to produce a type of electromagnetic wave? A electric fire B electric generator C electric motor D electromagnet ,0625_w17_qp_22,11,450,"Whichpieceofequipmentisdesignedtoproduceatypeofelectromagneticwave?
",0
0625_w17_qp_22_24,"24  The  Moon  is  380 000 km  from  the  Earth.  A  laser  light  beam  is  directed  from  the  Earth  to  the 
",49.62217655,681.2768364,24,The Moon is           km from the Earth  A laser light beam is directed from the Earth to the Moon  The beam is reflected back to the Earth   How long does it take for the light to travel to the Moon and back to the Earth? A       ms B       ms C       s D       s      © UCLES          /  /O/N/  ,0625_w17_qp_22,11,130,"TheMooniskmfromtheEarth.AlaserlightbeamisdirectedfromtheEarthtothe
",1
0625_w17_qp_22_25,"25  Different waves travel through air. 
 
",49.62,87.51642,25,Different waves travel through air   Which waves have the greatest difference in speed? A ultrasound waves and sound waves B ultrasound waves and ultraviolet waves C ultraviolet waves and light waves D ultraviolet waves and radio waves ,0625_w17_qp_22,12,330,"Differentwavestravelthroughair.

",1
0625_w17_qp_22_26,"26  The speed of sound is different in different states of matter. 
 
",49.62,239.3762982,26,The speed of sound is different in different states of matter   The speed of sound in water is       m  / s   Which row correctly compares the speed of sound in ice and the speed of sound in steam with the speed of sound in water?   speed of sound in ice  m  / s speed of sound in steam m  / s  A less than      less than       B less than      more than       C more than      less than       D more than      more than       ,0625_w17_qp_22,12,340,"Thespeedofsoundisdifferentindifferentstatesofmatter.

",0
0625_w17_qp_22_27,"27  A student finds that it takes sound 0.33 seconds to travel 100 metres. 
 
",49.62,472.71629,27,"A student finds that it takes sound      seconds to travel     metres   From this information, what is the speed of sound? A     m  / s B     m  / s C      m  / s D      m  / s      © UCLES          /  /O/N/   [Turn over",0625_w17_qp_22,12,340,"Astudentfindsthatittakessound.secondstotravelmetres.

",0
